"x0","x1","r0","r1"
0,0.0598197276467556,216.444653574057,216.444653574057
0.0598197276467556,0.0806172940415807,208.889307148114,208.889307148114
0.0806172940415807,0.0806182940420807,194.778614296228,194.778614296228
0.0806182940420807,0.0858480934096023,168.057228592457,168.057228592457
0.0858480934096023,0.090023407990845,119.515000402927,119.515000402927
0.090023407990845,0.090024407991345,111.076875805853,111.076875805853
0.090024407991345,0.0907936302391434,103.778751611707,103.778751611707
0.0907936302391434,0.0919445181202821,93.4325032234137,93.4325032234137
0.0919445181202821,0.0919455181207821,81.1657876968275,81.1657876968275
0.0919455181207821,0.0924272339967886,79.0815753936549,79.0815753936549
0.0924272339967886,0.0924282339972886,77.6631507873099,77.6631507873099
0.0924282339972886,0.0942020929096848,76.3263015746197,76.3263015746197
0.0942020929096848,0.0991588120536263,74.6526031492394,74.6526031492394
0.0991588120536263,0.0991598120541263,72.3052062984789,72.3052062984789
0.0991598120541263,0.100273317841504,69.4854125969578,69.4854125969578
0.100273317841504,0.100274317842004,67.4708251939155,67.4708251939155
0.100274317842004,0.100275317842504,64.941650387831,64.941650387831
0.100275317842504,0.10101690354533,62.508300775662,62.508300775662
0.10101690354533,0.10101790354583,61.016601551324,61.016601551324
0.10101790354583,0.10101890354633,59.033203102648,59.033203102648
0.10101890354633,0.10101990354683,56.0664062052959,56.0664062052959
0.10101990354683,0.10102090354733,51.1328124105918,51.1328124105918
0.10102090354733,0.10139167106872,46.2499998211837,46.2499998211837
0.10139167106872,0.10139267106922,44.9999996423674,44.9999996423674
0.10139267106922,0.10139367106972,43.9999992847347,43.9999992847347
0.10139367106972,0.10139467107022,42.9999985694694,42.9999985694694
0.10139467107022,0.10139567107072,41.9999971389389,41.9999971389389
0.10139567107072,0.10139667107122,40.9999942778777,40.9999942778777
0.10139667107122,0.10139767107172,39.9999885557554,39.9999885557554
0.10139767107172,0.10139867107222,38.9999771115108,38.9999771115108
0.10139867107222,0.10139967107272,37.9999542230216,37.9999542230216
0.10139967107272,0.10140067107322,36.9999084460433,36.9999084460433
0.10140067107322,0.10140167107372,35.9998168920865,35.9998168920865
0.10140167107372,0.10140267107422,34.9996337841731,34.9996337841731
0.10140267107422,0.10140367107472,33.9992675683461,33.9992675683461
0.10140367107472,0.10140467107522,32.9985351366922,32.9985351366922
0.10140467107522,0.10140567107572,31.9970702733845,31.9970702733845
0.10140567107572,0.10140667107622,30.9941405467689,30.9941405467689
0.10140667107622,0.10140767107672,29.9882810935378,29.9882810935378
0.10140767107672,0.10140867107722,28.9765621870756,28.9765621870756
0.10140867107722,0.10140967107772,27.9531243741512,27.9531243741512
0.10140967107772,0.10141067107822,26.9062487483025,26.9062487483025
0.10141067107822,0.10141167107872,25.8124974966049,25.8124974966049
